Unnamed: 0,price
563,2892.3245
566,2912.1348
571,3016.2715
572,3093.0447
574,2691.9866
575,2652.3691
586,3078.4841
590,2900.0986
592,3004.6707
593,3174.0742
596,2986.7087
598,2649.6587
599,2464.4429
600,2565.544
601,2801.3372
602,2386.8691
603,2513.9866
604,2705.353
605,2565.544
608,3160.1528
613,3125.119
615,2995.6646
616,2968.5767
623,2880.0903
627,2863.1953
631,3115.1433
632,2870.6238
633,2868.2666
641,2506.7964
642,2851.1382
643,2791.227
653,2969.032
657,2681.0596
658,2906.5723
660,4990.182
667,2900.602
668,2771.99
675,2796.1177
680,3005.9148
681,3012.1548
683,3395.2998
689,2857.6792
693,3008.2676
699,2700.7869
701,3079.719
704,2677.6094
705,2849.3857
706,2948.8115
707,3153.5525
708,3130.043
721,766.9697
722,766.9697
724,593.68756
725,679.0855
726,679.0855
727,679.0855
728,722.56726
729,703.4851
754,2938.7544
759,2932.5654
763,2755.5884
770,2973.2017
773,3093.0447
774,2890.4158
777,2973.5503
786,2437.2708
787,2437.2708
789,2864.489
790,2728.1038
792,2844.9614
797,2583.059
798,2578.9734
800,2849.123
804,3287.2656
814,2642.8418
827,2864.308
830,2807.1833
834,2870.6238
836,2870.6238
837,2870.6238
838,2773.9658
842,2738.1987
847,2752.0698
852,2605.1965
856,3230.7996
864,2511.267
867,2063.1323
868,2848.4968
869,2475.6338
870,2885.8086
871,2767.2585
872,2822.038
889,2969.1978
890,2733.57
891,2558.7083
892,3205.6606
893,3125.119
894,3050.0706
895,2657.4639
906,2537.4414
907,3011.8198
915,2802.6692
924,2864.308
927,2675.2585
944,3079.719
947,2791.227
948,3192.9849
970,2619.6167
973,2863.1953
975,2556.22
976,2879.1624
977,3076.9414
982,3192.9849
983,3110.7092
1010,3071.1213
1011,2667.8098
1029,3130.043
1030,2674.0579
1031,2892.1711
1032,2657.4639
1033,2657.4639
1037,2786.2188
1039,2781.4192
1047,3102.904
1081,2760.283
1083,2773.5388
1084,2773.5388
1094,2720.8826
1100,2964.7676
1107,2994.813
1109,2617.591
1119,2885.5823
1129,2836.3005
1149,2525.523
1158,2387.7307
1160,2863.1023
1164,2851.1604
1171,2906.166
1172,2773.5388
1175,2727.566
1176,2830.6057
1178,3071.8608
1179,3209.1082
1186,2881.2385
1189,2783.1921
1190,3008.9749
1191,2955.0222
1199,3388.2327
1202,2697.362
1205,2505.073
1206,2951.3013
1223,2847.551
1224,2967.9133
1226,2907.6328
1227,2986.465
1231,2849.9436
1237,3123.9954
1247,3016.455
1258,2866.269
1259,3117.121
1263,3046.399
1266,2805.094
1285,2866.2754
1286,2791.227
1287,2606.0112
1288,2894.5032
1291,3151.8594
1292,2960.6306
1293,3151.8594
1295,2880.2175
1304,3417.0212
1307,2788.3125
1311,2909.4172
1312,2969.4336
1314,3055.7375
1322,3102.4263
1324,2607.5269
1327,2965.464
1328,2841.0962
1329,3137.066
1332,2752.0698
1349,3173.1353
1351,3614.877
1355,2891.7456
1356,2839.3206
1370,2680.4382
1371,2724.6921
1373,2728.1038
1374,2741.1816
1376,2856.562
1377,2894.5032
1378,3197.5725
1405,822.70386
1408,614.0923
1413,2971.7112
1415,3706.2336
1420,2836.3005
1424,3926.646
1427,2702.819
1433,3274.7444
1435,3082.3545
1436,3425.3403
1441,3036.79
1442,3018.6277
1443,2728.1038
1450,2895.3965
1456,3501.1035
1460,2960.6306
1462,3187.0125
1463,2575.392
1464,2995.4653
1465,2960.6306
1466,2881.9106
1467,3121.0835
1477,2965.464
1479,3010.4949
1482,3208.7095
1484,2702.819
1496,3018.5159
1497,2866.2754
1499,3008.4043
1500,2694.815
1503,2919.4805
1504,3125.119
1515,3107.0645
1516,2996.5698
1521,3210.4412
1523,3242.9724
1525,3746.4578
1526,3016.2715
1531,2683.491
1534,2608.4426
1541,2917.0837
1542,3052.98
1543,3102.2996
1559,2566.825
1569,2769.126
1570,3177.6938
1576,3047.0034
1583,3790.7886
1584,3355.4946
1586,2992.217
1587,3010.4949
1598,2177.101
1599,2814.862
1600,2731.9146
1602,3102.904
1603,3102.904
1604,2911.6753
1605,2992.217
1611,2951.3013
1628,3894.9038
1632,3270.9478
1633,3174.0742
1638,2756.814
1641,2894.0479
1644,3265.3296
1646,2955.0222
1649,3022.5413
1652,2955.0222
1658,3351.3833
1672,2808.3328
1680,3207.9883
1692,2777.4907
1693,2826.8103
1694,2777.4907
1696,3377.9363
1697,3121.0835
1698,2872.6409
1699,2968.5767
1710,2807.419
1743,2635.926
1745,2697.362
1746,2783.8755
1767,2646.6477
1770,3192.22
1771,3083.3926
1773,3097.2852
1785,2750.0242
1789,2642.9846
1793,2965.464
1795,2874.7197
1797,2965.464
1799,3001.756
1808,3165.905
1823,2531.1357
1824,3114.5508
1826,3067.9143
1833,3226.0679
1837,2961.8162
1839,3021.2964
1845,3006.3438
1846,3079.719
1847,3097.652
1850,3029.5288
1851,3102.904
1854,3005.8884
1856,3166.1128
1865,3004.6707
1866,2960.6306
1867,2949.463
1872,2827.0574
1874,2871.0244
1876,3338.4055
1879,2966.2183
1881,2828.381
1889,2734.8792
1903,2739.9763
1904,3005.0034
1910,3166.4258
1918,3501.135
1921,2924.1765
1922,3294.5593
1936,3351.3833
1953,2777.4907
1954,2777.4907
1955,3501.135
1956,2777.4907
1970,2601.4517
1975,3806.4854
1978,2964.7676
1979,2833.9966
1980,3019.2124
1982,2960.6306
1983,3329.7356
1986,3004.6707
1988,3560.8596
1993,3560.8596
2001,3083.3926
2019,2955.0222
2030,2847.3171
2038,2941.0652
2039,3100.699
2040,3197.0771
2079,2755.8494
2080,3156.814
2087,3081.0813
2094,3208.7095
2102,2802.3882
2111,3553.102
2113,4115.4507
2116,2851.6467
2117,2771.562
2120,3002.9248
2134,3047.9016
2138,3246.6794
2143,3905.7705
2150,3289.7588
2151,2882.5256
2152,2704.1978
2157,3137.066
2165,3142.4153
2167,2951.3013
2169,3260.7412
2171,2985.8584
2177,2955.0222
2202,2894.0479
2209,2995.6646
2218,3079.719
2223,2591.9048
2224,2695.0237
2226,2680.4382
2242,3860.2878
2245,2880.2175
2246,3097.652
2248,2960.1917
2252,3787.8865
2264,3278.8958
2265,2931.2954
2266,3004.6707
2268,2927.4712
2271,3131.1318
2272,3316.3477
2276,2674.0579
2277,3438.0635
2280,2827.2925
2282,3408.2676
2302,3205.6606
2310,3147.1768
2318,3174.0742
2320,3844.8381
2321,2951.4111
2327,2590.0562
2350,2740.4668
2351,2812.207
2354,2635.6904
2360,3117.121
2362,2941.0652
2365,2891.7456
2399,765.4216
2401,3034.463
2403,3004.6707
2419,3230.7427
2420,3307.4297
2421,3501.135
2422,2637.6394
2434,3265.7908
2436,3055.7375
2439,2685.708
2440,2794.2363
2441,2485.633
2451,3454.9058
2452,2951.3013
2462,3106.6108
2463,3133.883
2464,3141.9905
2474,3324.8525
2481,3197.0771
2490,3790.7886
2491,3700.1465
2494,3710.5764
2504,2674.35
2509,3050.0706
2510,2959.1838
2516,2946.063
2517,2959.934
2524,3315.4744
2525,3316.044
2528,3111.8037
2530,3187.6584
2531,3152.2896
2544,2927.4712
2545,2894.0479
2546,3018.7893
2547,3410.174
2552,2884.1094
2553,3246.9663
2561,3093.7266
2567,2799.4521
2568,3161.3923
2573,3276.1108
2581,3165.905
2586,3406.1934
2587,3879.011
2594,2626.2498
2611,4438.792
2616,3331.9739
2633,2917.0837
2634,3156.0479
2640,3347.0571
2647,3028.9243
2653,3095.2434
2655,3129.2551
2657,2807.419
2659,2999.1528
2662,2819.4548
2663,2827.8406
2667,3444.0798
2671,3408.1802
2672,3141.3586
2675,3267.1963
2676,3246.9663
2677,3358.807
2720,908.19867
2721,784.7994
2722,708.808
2723,765.1656
2724,772.518
2725,773.79407
2727,703.4851
2728,703.4851
2733,3653.0212
2734,3018.6277
2735,3240.9534
2736,3147.1768
2745,3431.11
2765,3425.3403
2771,3316.044
2772,2727.566
2773,2918.7947
2774,2931.6956
2786,3298.2979
2791,3102.5757
2798,3316.044
2800,3316.3477
2805,3794.9646
2812,3461.9778
2813,2926.7078
2815,3123.7795
2831,3370.8887
2832,3179.7244
2838,2960.6306
2841,3485.2412
2850,3723.0405
2862,2933.8765
2869,2871.0244
2879,2879.648
2881,3375.2434
2883,3152.983
2889,3282.8203
2892,3227.5027
2893,2838.8735
2896,3052.5134
2897,3083.3926
2914,3153.5525
2918,3451.1445
2919,3408.1802
2921,3294.7017
2922,3219.6533
2923,3314.0183
2929,3096.1182
2934,3065.239
2951,3386.9294
2954,3430.6726
2957,3282.8203
2960,3281.7493
2962,3370.8887
2968,3874.559
2971,2313.5378
2972,3076.1365
2974,2633.602
2975,3298.2979
2984,3316.044
2986,3069.7527
2991,3402.6143
3001,3232.2976
3013,4417.7754
3028,3174.0742
3029,2953.372
3033,512.0819
3034,460.91626
3035,266.0812
3045,634.9391
3046,648.8103
3047,648.8103
3048,648.8103
3049,648.8103
3050,712.6114
3051,649.8343
3053,620.39557
3054,742.7321
3056,526.2767
3057,571.2062
3058,646.76025
3060,584.32
3061,3403.9834
3063,2752.0698
3071,3179.7244
3079,3179.7244
3098,3316.3477
3104,4624.1875
3108,2973.1707
3115,3256.415
3120,2827.8406
3121,2949.4539
3122,2942.1016
3136,3181.759
3138,3790.2534
3141,2900.602
3142,2929.0457
3143,2766.7527
3163,3485.9304
3164,3229.5981
3165,2633.602
3179,3274.8127
3180,3441.3433
3181,3377.301
3183,3052.5134
3198,3541.7866
3201,3174.0742
3208,3236.072
3209,3236.072
3212,3156.814
3213,3580.7534
3218,3219.5637
3224,3408.1802
3239,3027.3496
3243,3338.4055
3255,3009.883
3256,3774.8494
3260,3078.3796
3262,3225.789
3266,3137.066
3278,3294.7017
3279,3425.3403
3282,3213.37
3285,3532.7595
3286,3268.5476
3287,2999.1113
3288,3848.2305
3289,3003.9111
3290,3543.9985
3291,3102.2996
3298,4119.3413
3304,2923.1992
3311,3253.6782
3321,3282.8203
3326,3240.9534
3332,3441.3433
3333,3180.303
3335,3295.2778
3340,3047.59
3347,2738.1987
3349,3384.988
3350,3644.3528
3351,3546.275
3352,3506.0178
3353,3004.1392
3359,3127.1094
3368,754.68835
3369,509.97107
3391,639.46313
3392,721.3523
3393,708.23846
3395,811.33624
3403,613.40326
3424,2988.705
3425,2814.6597
3426,2988.705
3435,3083.3926
3436,3254.8462
3449,3408.1802
3452,4257.825
3454,3026.4272
3464,3293.2546
3466,4114.0933
3467,2852.0461
3474,3389.226
3491,3260.9412
3496,3014.432
3497,2974.937
3512,3517.8765
3513,3351.3833
3514,3771.5012
3520,3458.3713
3532,3373.4407
3533,2955.2983
3538,3102.2996
3548,3538.7158
3568,3376.5454
3569,3485.9304
3571,3080.7234
3572,3080.7234
3578,3687.3882
3590,4070.5298
3591,3213.37
3592,3127.1094
3593,3407.5554
3600,3055.7375
3602,3560.032
3604,3347.0571
3613,3663.15
3619,3026.4272
3639,3454.9058
3650,3644.3528
3651,3705.9028
3653,3669.8594
3656,3404.0579
3662,3244.8708
3678,3234.1904
3679,3572.0962
3684,3245.8943
3693,3208.9387
3696,2944.164
3708,2892.7407
3711,2918.7947
3717,3676.5977
3718,3020.7258
3734,758.6468
3740,547.459
3749,762.03107
3753,2898.7097
3761,3458.3713
3774,3293.3635
3780,4962.396
3791,3873.9895
3793,3197.0771
3817,3131.3477
3823,3165.905
3827,2885.8086
3828,2959.1838
3830,3099.026
3845,3538.7158
3849,3321.495
3852,3048.535
3853,3249.0376
3870,3227.156
3887,3342.2578
3898,3458.3713
3922,3236.072
3927,5288.4653
3930,3127.1094
3934,3072.365
3942,3165.3003
3950,3506.0178
3951,3645.9265
3953,3180.303
3954,3078.4841
3955,3061.11
3957,3754.8716
3959,3763.5159
3975,3558.4324
3979,3768.78
3988,3637.8362
3989,3676.5977
3992,3575.7158
3999,3031.31
4002,3560.8596
4017,3394.1702
4018,3470.2559
4026,3117.121
4036,3206.2698
4047,3294.7017
4062,491.72638
4081,3510.9373
4097,3584.1157
4100,3329.7356
4102,3281.5967
4104,3656.351
4111,3299.869
4121,3205.1929
4126,2605.1965
4130,4126.051
4131,3181.4348
4134,3835.322
4135,3835.322
4141,3107.0532
4150,3552.0076
4151,3503.3044
4157,3299.3516
4184,3457.5437
4185,3560.032
4191,2915.448
4214,3246.9663
4215,3623.053
4228,3499.369
4231,4084.0671
4232,4375.1514
4233,4217.325
4236,3450.8672
4237,3558.4324
4243,3506.0178
4247,3458.228
4253,3441.3433
4254,3441.3433
4255,3491.4949
4287,3471.2412
4288,3280.0125
4292,3156.814
4294,3958.6309
4295,3506.0178
4302,3046.2607
4307,3535.886
4352,3687.8005
4354,3605.7773
4359,3724.9568
4363,3751.395
4370,4176.4893
4373,3612.4868
4375,3520.2642
4377,4017.046
4378,3720.4875
4379,3835.322
4411,3052.5134
4417,3123.64
4421,3151.8594
4426,4837.4043
4430,3408.1802
4444,3885.0894
4447,4288.8423
4448,3294.7017
4449,3219.6533
4451,3510.014
4460,3616.9941
4464,3759.8767
4466,3391.6104
4467,3423.6091
4468,3379.6494
4472,3659.8948
4474,3677.1064
4475,4126.051
4477,3229.5981
4507,3709.7756
4509,3209.2268
4512,3977.0466
4515,4133.6733
4526,3755.475
4530,3557.6423
4532,3549.7322
4533,3243.5002
4548,3534.0776
4549,3676.5977
4551,3813.0647
4557,4197.2656
4562,3132.3376
4563,3703.0662
4564,4013.0874
4566,4466.607
4584,3826.8677
4587,3510.014
4596,2648.827
4597,2641.5134
4603,3560.8596
4607,3473.648
4615,3242.9724
4619,3509.5208
4621,3560.032
4623,4342.075
4626,3475.7258
4627,4162.0024
4629,3438.5884
4632,2964.7676
4639,3944.6062
4644,3373.137
4646,3756.212
4657,3882.4824
4661,3605.7773
4662,3501.135
4666,3351.3833
4667,4618.4277
4677,3293.2546
4679,3448.6824
4682,2955.0125
4702,3612.4868
4703,4041.8298
4704,3634.4536
4731,815.8644
4745,3510.014
4747,3580.7534
4755,3503.3044
4772,3896.9421
4773,3985.6274
4785,4014.777
4787,3735.0806
4792,4463.341
4793,3724.9568
4794,4716.236
4796,4274.9233
4802,3598.9827
4803,3885.1384
4818,3652.2205
4819,3334.1423
4820,3222.1082
4831,3668.912
4844,3377.9363
4859,3482.0237
4860,4197.2656
4904,4046.6606
4905,4053.37
4909,3546.679
4910,3679.8538
4918,2894.522
4919,2919.4805
4922,3366.0496
4923,3407.4426
4924,3567.6138
4927,4206.728
4933,3722.4243
4934,4095.4622
4935,3928.7268
4942,2927.4712
4946,3566.658
4949,3191.7888
4960,3603.6233
4967,3501.135
4968,3858.7004
4970,3869.8433
4971,5405.0347
4972,5042.82
4975,4344.453
4981,3477.3574
4991,3293.2546
4996,3252.0728
4997,2927.4712
5003,3253.4353
5004,3689.0625
5012,3528.2656
5013,3550.2322
5014,3896.9421
5016,3236.072
5020,3474.2112
5021,3797.356
5022,3330.3733
5024,3582.5784
5025,3710.5764
5026,3804.799
5060,414.58682
5061,436.28152
5062,420.01462
5063,436.28152
5064,436.28152
5078,3384.988
5081,3567.6138
5085,3412.5552
5089,3293.2546
5098,3893.7422
5099,2913.269
5104,3916.222
5121,3501.135
5124,3607.2874
5125,3666.9666
5126,3351.4905
5129,3968.6653
5130,3374.0103
5137,3891.0918
5142,3794.9646
5146,4347.1646
5149,3351.3833
5168,3377.9363
5169,3607.2874
5171,3791.254
5181,3791.254
5193,3486.5127
5194,3541.7866
5195,3980.3904
5218,3917.1938
5219,3644.0728
5220,3374.0103
5221,3507.8193
5226,3406.5178
5236,4864.1294
5237,3397.539
5243,3018.5159
5264,3758.0166
5271,4019.369
5276,4618.4277
5277,4122.507
5281,3830.475
5288,4327.699
5290,4144.027
5291,3893.7422
5311,3758.0166
5334,3579.2173
5343,3710.5764
5344,3813.0647
5365,3521.82
5366,3307.4297
5376,176.50108
5377,355.4353
5378,378.5549
5379,378.5549
5380,373.65567
5381,273.7528
5382,378.5549
5383,414.58682
5384,436.28152
5385,419.44507
5386,477.57812
5415,4189.69
5421,3458.3713
5426,3293.2546
5429,4053.9917
5431,5036.3486
5438,3815.9375
5442,3794.9646
5445,3655.8018
5448,4493.311
5452,4682.4067
5467,3549.7715
5470,4020.1826
5484,3294.7017
5494,3662.9597
5496,4111.1577
5500,3495.1245
5503,3484.6086
5504,3495.9521
5507,3253.4353
5511,3706.2336
5512,3874.559
5513,3874.559
5514,3464.6523
5530,3623.053
5531,3585.4473
5537,3310.0237
5539,3860.0132
5540,3876.3018
5575,4166.2363
5580,3613.1665
5599,3649.1807
5600,3852.3174
5601,4233.77
5609,4097.722
5623,3607.2874
5636,4388.1865
5647,3843.0327
5651,3445.2153
5664,3442.2559
5665,3653.8535
5669,5027.677
5671,4049.3052
5672,3744.119
5680,4115.5747
5683,3869.4036
5687,3825.9382
5688,3382.5708
5697,3826.569
5714,738.5766
5717,772.518
5727,899.8261
5736,2992.7505
5737,5432.8784
5744,3734.5518
5769,3479.2893
5771,5013.0454
5772,3828.8347
5773,3740.4082
5779,3280.0125
5780,4682.4067
5790,3757.2751
5798,3984.971
5809,4053.596
5812,4213.647
5813,3772.0708
5824,4114.06
5833,4697.7524
5837,4744.027
5856,3664.0059
5859,3721.2373
5860,3720.1719
5871,3627.8528
5873,4225.0664
5876,3759.9094
5877,3515.39
5900,4301.599
5903,3495.6165
5910,4630.897
5911,4064.7305
5912,3428.4436
5920,3649.1807
5932,3977.6194
5933,3603.226
5953,3772.0708
5954,3401.2815
5977,3843.0327
5984,4697.7524
5991,3984.971
5993,4370.5474
5997,3826.569
5998,4168.644
6010,3572.6658
6012,3808.1519
6015,4013.0874
6016,3709.7756
6017,3623.053
6062,4539.6978
6067,3506.0178
6070,5412.2446
6075,3842.8965
6076,3988.4626
6077,3607.2874
6078,3438.9592
6088,3763.9434
6089,3125.6748
6096,3860.2878
6099,3794.9646
6100,3666.9666
6101,3794.9646
6102,3794.9646
6110,5029.011
6112,3659.8948
6113,3822.091
6134,3560.032
6136,3865.3762
6137,3899.6445
6138,3293.2546
6139,3724.9568
6149,4799.3745
6151,3315.0464
6159,4158.088
6162,3790.7886
6180,3982.2083
6184,3516.2302
6186,3759.9094
6187,4168.644
6190,3724.8271
6201,3944.1392
6211,3254.616
6218,3333.4446
6233,4344.453
6234,4230.264
6240,3520.9707
6244,3332.7637
6264,6031.8174
6265,3751.051
6288,3627.8528
6294,3382.9502
6295,3655.8018
6296,3391.6104
6299,3984.971
6312,4697.7524
6313,4636.139
6314,3914.0562
6318,3798.0967
6319,4192.608
6330,4702.2295
6333,3902.4526
6334,4168.644
6344,4616.7446
6351,4005.3916
6360,3962.2417
6412,4873.1587
6414,4104.489
6435,4858.829
6436,3794.9646
6437,3794.9646
6438,3794.9646
6439,3897.4534
6449,6101.7715
6450,3962.2417
6451,3895.9707
6456,3884.1243
6457,3772.0708
6458,3877.4148
6466,4310.317
6472,3393.4639
6481,4339.7896
6493,4212.796
6513,5225.2275
6517,4792.428
6520,4168.4087
6521,3442.2559
6523,4512.8813
6524,4017.9187
6525,4448.563
6538,5162.072
6562,4528.427
6590,5408.5425
6597,3482.0237
6607,3649.0613
6621,3845.0593
6625,3438.9592
6626,4466.607
6640,3659.8948
6646,3860.2878
6658,3407.4426
6662,3355.4946
6665,3755.475
6670,3692.1719
6672,4025.1235
6679,5621.076
6690,3937.282
6708,630.62756
6710,400.10184
6712,740.81714
6713,837.2777
6718,255.09602
6721,648.57513
6724,614.96906
6725,608.45026
6726,640.31305
6727,748.97815
6728,753.0985
6736,364.2806
6757,3860.2878
6759,4133.448
6761,5443.1367
6764,3897.4534
6766,6269.873
6768,4536.836
6769,4382.96
6770,4523.3804
6771,4115.5747
6774,4089.7734
6779,4241.6675
6783,3564.5996
6784,4226.9224
6786,4217.325
6788,4052.7986
6791,3312.4006
6792,3408.2676
6793,3469.4065
6796,6468.613
6829,5009.21
6839,3874.559
6840,3884.1243
6841,4037.0427
6842,3702.5886
6855,4181.3545
6867,3751.051
6868,3751.051
6869,3846.8303
6871,3641.902
6880,3818.4106
6882,4883.323
6885,5727.814
6886,3706.2336
6887,4550.5303
6893,4171.051
6902,3458.228
6903,3718.4766
6904,3564.5996
6921,4009.87
6922,3939.7046
6923,3808.1519
6925,3849.0625
6926,4034.0054
6933,4892.943
6943,4011.0315
6944,4115.5747
6949,4684.394
6969,4289.4404
6995,5524.027
7004,5021.485
7007,4198.602
7012,3710.662
7013,4689.932
7020,3879.011
7031,3897.4534
7033,3893.7422
7043,4415.076
7084,3917.5098
7091,4285.506
7103,3860.2878
7106,5253.182
7115,3690.5183
7138,4831.629
7143,3524.5005
7149,4417.8867
7157,3830.7764
7162,4017.9187
7170,3879.8423
7186,4530.0024
7187,4973.1353
7193,4250.3237
7194,4013.0874
7198,4122.238
7207,4162.0024
7208,4618.406
7220,3724.9568
7224,4446.5986
7239,3922.1162
7244,5009.21
7249,4198.602
7258,3943.5886
7265,3670.1023
7266,3670.1023
7290,5090.103
7291,3757.072
7292,3751.051
7293,3853.5398
7298,3933.4836
7303,5641.6787
7307,4013.0874
7309,3471.2412
7310,4737.842
7312,4972.8096
7330,3722.417
7331,4134.948
7332,4134.948
7337,3877.786
7338,4112.358
7339,3808.1519
7340,4162.0024
7341,4264.491
7342,3854.5854
7355,3920.0876
7359,3413.3572
7375,4226.9224
7376,3920.0876
7412,4770.561
7413,3942.7214
7416,3495.6165
7430,4104.489
7441,3560.8596
7449,5240.7754
7469,4283.4995
7473,3556.301
7474,4170.9395
7476,4425.853
7482,3751.051
7483,4415.076
7489,4630.897
7496,4387.9946
7499,3100.956
7501,4049.3052
7515,3967.4165
7537,3887.9304
7542,4697.7524
7545,3571.1006
7557,5122.0513
7558,5122.0513
7561,4530.0024
7563,5039.8213
7571,4701.0967
7580,4198.602
7586,4891.1943
7588,4162.0024
7590,3609.4963
7591,3930.1104
7596,3974.1436
7597,4387.3604
7599,4604.6987
7630,3751.051
7633,4107.691
7638,4178.0215
7639,4327.699
7640,4265.2925
7658,3724.9568
7664,3860.2878
7665,4777.8984
7669,3922.1162
7677,5371.212
7686,5220.812
7688,4122.4497
7691,4891.1943
7692,4891.1943
7719,675.0441
7720,748.97815
7721,741.62573
7722,751.81854
7723,639.0331
7724,625.16187
7725,766.9697
7726,765.68976
7727,834.4461
7736,623.6407
7737,-262.93073
7747,4070.5298
7748,4299.077
7754,3438.9592
7758,4973.1353
7762,3413.3572
7767,4519.499
7768,4194.712
7769,4417.011
7771,4264.491
7775,4448.458
7793,3939.7046
7809,4204.4316
7811,3805.3577
7813,4375.1514
7830,4035.0403
7837,4258.214
7838,4493.311
7841,5224.796
7842,4326.786
7862,4108.118
7866,4622.7095
7878,3611.5925
7895,3978.6184
7896,4425.853
7904,3853.5398
7906,4352.6562
7916,4618.4277
7921,4170.605
7928,3683.2693
7949,4512.8813
7964,4677.0234
7968,5310.17
7969,3412.5552
7970,3109.4858
7976,4604.26
7990,4004.309
7991,3954.0642
7996,3815.857
8011,5037.83
8012,5122.0513
8024,4162.0024
8028,4352.6562
8034,3458.3713
8052,751.02966
8053,751.02966
8054,751.02966
8055,765.4216
8056,765.4216
8057,765.4216
8058,786.90985
8059,786.90985
8061,758.991
8062,622.3215
8063,622.3215
8074,3755.475
8095,3655.8018
8100,4414.9404
8103,4494.8276
8105,3920.0876
8106,3989.9734
8107,4122.4497
8110,5796.9683
8113,4287.6426
8120,4104.489
8123,5986.171
8127,4891.1943
8151,4217.325
8154,4636.1323
8155,4193.845
8158,3662.1047
8159,4888.914
8160,5136.7744
8161,5045.888
8163,3749.2766
8175,3750.5369
8185,4244.477
8186,4898.3213
8188,4434.7046
8191,4680.2993
8196,4543.2817
8197,5284.804
8198,4274.9233
8207,3480.3926
8210,4065.9194
8218,3724.7239
8221,4168.644
8222,4198.602
8225,4682.4067
8237,3917.5098
8238,3809.1187
8294,3775.2
8297,3879.011
8302,3755.475
8304,4890.216
8305,3318.971
8315,4326.786
8317,4206.67
8323,3920.0876
8328,4390.904
8333,4827.865
8390,765.1656
8394,708.9157
8399,722.7486
8404,4447.802
8409,4348.28
8418,5385.3677
8421,3954.0642
8427,5352.9165
8432,5073.2173
8438,3690.5022
8451,4722.9453
8463,5011.297
8483,6040.1514
8487,4459.3726
8499,4230.264
8504,4664.364
8513,5668.528
8535,4420.057
8536,4326.786
8538,4011.5776
8539,4543.1777
8540,3660.358
8541,4287.6426
8542,5776.3877
8552,3939.7046
8556,4439.4634
8559,3939.7046
8560,4230.264
8570,5711.5073
8571,4217.325
8581,4710.0415
8582,4002.6738
8583,4744.027
8584,4884.054
8589,3516.796
8591,4163.229
8607,5783.1396
8608,5783.1396
8615,4285.506
8628,5352.9165
8631,5232.544
8637,4483.325
8640,4198.602
8642,4198.602
8645,4348.28
8646,4682.4067
8651,4322.5996
8652,4049.3052
8659,4564.305
8660,4390.8066
8662,4824.247
8663,4554.7305
8666,6044.159
8683,4675.135
8685,3847.0305
8691,4630.897
8695,4225.5903
8712,766.9697
8713,766.9697
8727,772.518
8728,1046.6848
8729,799.1913
8730,795.28235
8747,4826.629
8748,3706.2336
8749,4168.644
8753,5194.501
8755,4198.788
8756,4260.43
8757,4285.506
8768,4630.897
8793,5141.5874
8797,5847.502
8801,4917.018
8808,4818.5625
8809,4326.786
8811,3872.1636
8812,3815.8481
8817,4888.914
8818,4707.7627
8824,4144.027
8860,4108.118
8868,4491.6973
8869,4964.461
8878,5468.6943
8889,4235.5083
8890,4762.0503
8891,5274.739
8899,4782.5684
8930,4434.4287
8931,4171.051
